miRNA	Metabolite	coef_Endo2
hsa-miR-425-5p	Taurodeoxycholic acid / Taurochenodeoxycholic acid	-0.606409208
hsa-miR-432-5p	Taurodeoxycholic acid / Taurochenodeoxycholic acid	-0.456489934
hsa-miR-760	Taurodeoxycholic acid / Taurochenodeoxycholic acid	-0.285748925
hsa-miR-127-3p	taurohyodeoxycholate/tauroursodeoxycholate	-0.197739966
hsa-miR-143-3p	taurohyodeoxycholate/tauroursodeoxycholate	-0.078826988
hsa-miR-145-5p	taurohyodeoxycholate/tauroursodeoxycholate	-0.412013751
hsa-miR-221-3p	taurohyodeoxycholate/tauroursodeoxycholate	-0.353253865
hsa-miR-222-3p	taurohyodeoxycholate/tauroursodeoxycholate	-0.174893315
hsa-miR-223-3p	taurohyodeoxycholate/tauroursodeoxycholate	-0.198413147
hsa-miR-22-3p	taurohyodeoxycholate/tauroursodeoxycholate	0.10553607
hsa-miR-2355-5p	taurohyodeoxycholate/tauroursodeoxycholate	-0.367790671
hsa-miR-26a-5p	taurohyodeoxycholate/tauroursodeoxycholate	-0.002557645
hsa-miR-320b	taurohyodeoxycholate/tauroursodeoxycholate	0.033165711
hsa-miR-320c	taurohyodeoxycholate/tauroursodeoxycholate	0.053581644
hsa-miR-330-3p	taurohyodeoxycholate/tauroursodeoxycholate	-0.186291137
hsa-miR-411-5p	taurohyodeoxycholate/tauroursodeoxycholate	-0.342536582
hsa-miR-605-3p	taurohyodeoxycholate/tauroursodeoxycholate	-0.187378566
hsa-miR-654-3p	taurohyodeoxycholate/tauroursodeoxycholate	-0.498825959
hsa-miR-656-3p	taurohyodeoxycholate/tauroursodeoxycholate	-0.06686554
hsa-miR-941	taurohyodeoxycholate/tauroursodeoxycholate	-0.343425466
hsa-miR-10b-3p	tetradecanedioate	-0.396203066
hsa-miR-125b-5p	tetradecanedioate	-0.21470746
hsa-miR-126-3p	tetradecanedioate	-0.349209861
hsa-miR-126-5p	tetradecanedioate	-0.516908646
hsa-miR-15b-5p	tetradecanedioate	-0.343862866
hsa-miR-181a-5p	tetradecanedioate	-0.275999172
hsa-miR-199a-3pXhsa-miR-199b-3p	tetradecanedioate	-0.376862404
hsa-miR-199a-5p	tetradecanedioate	-0.375108438
hsa-miR-23a-3p	tetradecanedioate	-0.275813302
hsa-miR-23b-3p	tetradecanedioate	-0.258749335
hsa-miR-30b-5p	tetradecanedioate	-0.617838553
hsa-miR-340-3p	tetradecanedioate	-0.641357204
hsa-miR-656-3p	Aspartic acid	1.19506828
hsa-miR-361-3p	tetradecanedioate	-0.38050788
hsa-miR-411-5p	tetradecanedioate	-0.57313473
hsa-miR-494-3p	tetradecanedioate	-0.588788129
hsa-miR-577	tetradecanedioate	-0.444526274
hsa-miR-664a-5p	tetradecanedioate	-0.673576861
hsa-miR-30b-5p	TG(41:0)	-0.589635838
hsa-miR-3158-3p	TG(41:0)	0.154122303
hsa-miR-494-3p	TG(41:0)	-0.579299841
hsa-miR-577	TG(41:0)	-0.359820738
hsa-miR-30a-3p	TG(42:0)	0.037889734
hsa-miR-411-5p	TG(42:0)	-0.26167814
hsa-miR-494-3p	TG(42:0)	-0.417640295
hsa-miR-548av-3pXhsa-miR-548o-3p	TG(42:0)	0.084262081
hsa-miR-660-5p	Aspartic acid	1.658905446
hsa-miR-766-5p	TG(42:0)	0.102602562
hsa-miR-30b-5p	TG(43:0)	-0.598531003
hsa-miR-30c-5p	TG(43:0)	-0.298094985
hsa-miR-3158-3p	TG(43:0)	0.111009165
hsa-miR-494-3p	TG(43:0)	-0.581623734
hsa-miR-577	TG(43:0)	-0.419292094
hsa-miR-126-5p	TG(43:1)	-0.324509528
hsa-miR-193a-5p	TG(43:1)	-0.46302596
hsa-miR-30b-5p	TG(43:1)	-0.522277006
hsa-miR-3158-3p	TG(43:1)	0.205526999
hsa-miR-411-5p	TG(43:1)	-0.373507412
hsa-miR-494-3p	TG(43:1)	-0.602508963
hsa-miR-660-5p	15-HETE	1.007528612
hsa-miR-577	TG(43:1)	-0.413912457
hsa-miR-654-3p	TG(43:1)	-0.462749532
hsa-miR-889-3p	TG(43:1)	-0.553919343
hsa-miR-126-5p	TG(43:2)	-0.367287258
hsa-miR-134-5p	TG(43:2)	-0.595334319
hsa-miR-30b-5p	TG(43:2)	-0.49784084
hsa-miR-411-5p	TG(43:2)	-0.478526233
hsa-miR-494-3p	TG(43:2)	-0.607813646
hsa-miR-654-3p	TG(43:2)	-0.482635615
hsa-miR-744-5p	TG(43:2)	-0.744117774
hsa-miR-199a-5p	TG(44:0)	-0.341125524
hsa-miR-30a-3p	TG(44:0)	0.088505263
hsa-miR-30b-5p	TG(44:0)	-0.466591612
hsa-miR-3158-3p	TG(44:0)	0.430328232
hsa-miR-411-5p	TG(44:0)	-0.203658676
hsa-miR-494-3p	TG(44:0)	-0.412580702
hsa-miR-548av-3pXhsa-miR-548o-3p	TG(44:0)	0.208192542
hsa-miR-577	TG(44:0)	-0.250345577
hsa-miR-654-3p	TG(44:0)	-0.311615846
hsa-miR-889-3p	TG(44:0)	-0.413669151
hsa-miR-126-5p	TG(44:1)	-0.254530623
hsa-miR-664a-5p	formylmethionine	0.92454613
hsa-miR-30b-5p	TG(44:1)	-0.465917489
hsa-miR-411-5p	TG(44:1)	-0.302842919
hsa-miR-494-3p	TG(44:1)	-0.476703654
hsa-miR-766-5p	TG(44:1)	0.130187474
hsa-miR-889-3p	TG(44:1)	-0.453954167
hsa-miR-126-5p	TG(44:2)	-0.266574674
hsa-miR-30b-5p	TG(44:2)	-0.459447088
hsa-miR-411-5p	TG(44:2)	-0.42275447
hsa-miR-494-3p	TG(44:2)	-0.48682629
hsa-miR-495-3p	TG(44:2)	-0.327265845
hsa-miR-500b-3p	TG(44:2)	0.197045488
hsa-miR-628-3p	TG(44:2)	-0.614255963
hsa-miR-654-3p	TG(44:2)	-0.305767034
hsa-miR-766-5p	TG(44:2)	0.175304563
hsa-miR-199a-5p	TG(45:0)	-0.393930626
hsa-miR-30b-5p	TG(45:0)	-0.531388778
hsa-miR-3158-3p	TG(45:0)	0.066781383
hsa-miR-494-3p	TG(45:0)	-0.489637991
hsa-miR-577	TG(45:0)	-0.37511882
hsa-miR-126-5p	TG(45:1)	-0.368005668
hsa-miR-134-5p	TG(45:1)	-0.689820215
hsa-miR-193a-5p	TG(45:1)	-0.502748515
hsa-miR-199a-5p	TG(45:1)	-0.400533289
hsa-miR-664a-5p	TG(43:0)	-0.639026291
hsa-miR-215-5p	TG(45:1)	-0.337686007
hsa-miR-30b-5p	TG(45:1)	-0.576361784
hsa-miR-30c-5p	TG(45:1)	-0.315765531
hsa-miR-411-5p	TG(45:1)	-0.366585011
hsa-miR-494-3p	TG(45:1)	-0.622169497
hsa-miR-577	TG(45:1)	-0.46651397
hsa-miR-654-3p	TG(45:1)	-0.533974971
hsa-miR-889-3p	TG(45:1)	-0.60870786
hsa-miR-126-5p	TG(45:2)	-0.421467956
hsa-miR-134-5p	TG(45:2)	-0.63173461
hsa-miR-150-5p	TG(45:2)	-0.311859878
hsa-miR-193a-5p	TG(45:2)	-0.48194229
hsa-miR-24-3p	TG(45:2)	-0.180212681
hsa-miR-30b-5p	TG(45:2)	-0.598056644
hsa-miR-30c-5p	TG(45:2)	-0.332750512
hsa-miR-411-5p	TG(45:2)	-0.51997192
hsa-miR-494-3p	TG(45:2)	-0.643255256
hsa-miR-500b-3p	TG(45:2)	0.198555276
hsa-miR-577	TG(45:2)	-0.444970928
hsa-miR-628-3p	TG(45:2)	-0.692552925
hsa-miR-654-3p	TG(45:2)	-0.539121381
hsa-miR-889-3p	TG(45:2)	-0.593447908
hsa-miR-98-5p	TG(45:2)	-0.586241458
hsa-let-7g-5p	TG(45:3)	-0.243594648
hsa-miR-125a-3p	TG(45:3)	-0.642367363
hsa-miR-126-5p	TG(45:3)	-0.382820952
hsa-miR-1307-5p	TG(45:3)	-0.409315874
hsa-miR-134-5p	TG(45:3)	-0.573498168
hsa-miR-150-5p	TG(45:3)	-0.279498513
hsa-miR-193a-5p	TG(45:3)	-0.455189791
hsa-miR-30b-5p	TG(45:3)	-0.532112365
hsa-miR-329-3p	TG(45:3)	-0.175752907
hsa-miR-411-5p	TG(45:3)	-0.636040587
hsa-miR-451a	TG(45:3)	-0.122111791
hsa-miR-494-3p	TG(45:3)	-0.612752768
hsa-miR-628-3p	TG(45:3)	-0.644151947
hsa-miR-654-3p	TG(45:3)	-0.516475121
hsa-miR-744-5p	TG(45:3)	-0.739102213
hsa-miR-889-3p	TG(45:3)	-0.56828684
hsa-miR-98-5p	TG(45:3)	-0.555522998
hsa-miR-145-3p	TG(46:0)	-0.467541473
hsa-miR-199a-5p	TG(46:0)	-0.381594492
hsa-miR-30a-3p	TG(46:0)	0.171113239
hsa-miR-30b-5p	TG(46:0)	-0.316208833
hsa-miR-3158-3p	TG(46:0)	0.433704298
hsa-miR-378i	TG(46:0)	0.300560115
hsa-miR-494-3p	TG(46:0)	-0.3056176
hsa-miR-577	TG(46:0)	-0.262420738
hsa-miR-126-5p	TG(46:1)	-0.255410994
hsa-miR-1307-5p	TG(46:1)	-0.35524591
hsa-miR-145-3p	TG(46:1)	-0.50237302
hsa-miR-146a-5p	TG(46:1)	-0.045252571
hsa-miR-222-3p	TG(46:1)	-0.235706231
hsa-miR-30b-5p	TG(46:1)	-0.397180391
hsa-miR-411-3p	TG(46:1)	-0.195108388
hsa-miR-411-5p	TG(46:1)	-0.196152204
hsa-miR-4454	TG(46:1)	-0.269264494
hsa-miR-493-5p	TG(46:1)	-0.209434955
hsa-miR-494-3p	TG(46:1)	-0.407067487
hsa-miR-628-3p	TG(46:1)	-0.620584981
hsa-miR-642a-3p	TG(46:1)	-0.52799864
hsa-miR-654-3p	TG(46:1)	-0.293288372
hsa-miR-889-3p	TG(46:1)	-0.400684526
hsa-miR-126-5p	TG(46:2)	-0.321235797
hsa-miR-1307-5p	TG(46:2)	-0.331887572
hsa-miR-134-5p	TG(46:2)	-0.322656841
hsa-miR-150-5p	TG(46:2)	-0.23011472
hsa-miR-181a-5p	TG(46:2)	-0.234317543
hsa-miR-222-3p	TG(46:2)	-0.171877664
hsa-miR-30b-5p	TG(46:2)	-0.494962769
hsa-miR-339-3p	TG(46:2)	-0.341248662
hsa-miR-411-3p	TG(46:2)	-0.241879718
hsa-miR-411-5p	TG(46:2)	-0.447764791
hsa-miR-4454	TG(46:2)	-0.269314601
hsa-miR-485-5p	TG(46:2)	-0.232618421
hsa-miR-493-5p	TG(46:2)	-0.138701528
hsa-miR-494-3p	TG(46:2)	-0.48345205
hsa-miR-495-3p	TG(46:2)	-0.291863396
hsa-miR-628-3p	TG(46:2)	-0.633227719
hsa-miR-642a-3p	TG(46:2)	-0.534522553
hsa-miR-654-3p	TG(46:2)	-0.331009261
hsa-miR-889-3p	TG(46:2)	-0.467829291
hsa-miR-6815-5p	Citraconic acid	0.639675691
hsa-let-7g-5p	TG(46:3)	-0.263916678
hsa-miR-126-5p	TG(46:3)	-0.300645537
hsa-miR-1307-5p	TG(46:3)	-0.311936815
hsa-miR-134-5p	TG(46:3)	-0.318653564
hsa-miR-150-5p	TG(46:3)	-0.176719535
hsa-miR-181a-5p	TG(46:3)	-0.221452236
hsa-miR-21-5p	TG(46:3)	-0.163387899
hsa-miR-30b-5p	TG(46:3)	-0.457322105
hsa-miR-411-5p	TG(46:3)	-0.539326505
hsa-miR-451a	TG(46:3)	-0.066506431
hsa-miR-494-3p	TG(46:3)	-0.520027408
hsa-miR-495-3p	TG(46:3)	-0.354884345
hsa-miR-500a-3p	TG(46:3)	0.204909051
hsa-miR-500b-3p	TG(46:3)	0.278966592
hsa-miR-628-3p	TG(46:3)	-0.576934086
hsa-miR-6815-5p	Glycocholic acid	-0.044971656
hsa-miR-654-3p	TG(46:3)	-0.336333964
hsa-miR-744-5p	TG(46:3)	-0.640878961
hsa-miR-889-3p	TG(46:3)	-0.496118457
hsa-miR-98-5p	TG(46:3)	-0.541736815
hsa-let-7g-5p	TG(46:4)	-0.263430665
hsa-miR-126-5p	TG(46:4)	-0.291894703
hsa-miR-134-5p	TG(46:4)	-0.321024851
hsa-miR-142-3p	TG(46:4)	-0.623596269
hsa-miR-181a-5p	TG(46:4)	-0.19518769
hsa-miR-21-5p	TG(46:4)	-0.14064397
hsa-miR-411-5p	TG(46:4)	-0.582053005
hsa-miR-451a	TG(46:4)	-0.102120721
hsa-miR-494-3p	TG(46:4)	-0.512706888
hsa-miR-495-3p	TG(46:4)	-0.336769815
hsa-miR-500a-3p	TG(46:4)	0.230475371
hsa-miR-500b-3p	TG(46:4)	0.278589668
hsa-miR-628-3p	TG(46:4)	-0.515092929
hsa-miR-654-3p	TG(46:4)	-0.371347443
hsa-miR-98-5p	TG(46:4)	-0.539482641
hsa-miR-30b-5p	TG(47:0)	-0.571720038
hsa-miR-3158-3p	TG(47:0)	0.089694907
hsa-miR-494-3p	TG(47:0)	-0.610758161
hsa-miR-577	TG(47:0)	-0.523637367
hsa-miR-889-3p	TG(47:0)	-0.641366909
hsa-miR-30b-5p	TG(47:1)	-0.464275859
hsa-miR-494-3p	TG(47:1)	-0.510988114
hsa-miR-889-3p	TG(47:1)	-0.561007309
hsa-miR-125a-3p	TG(47:2)	-0.673451306
hsa-miR-126-5p	TG(47:2)	-0.41396385
hsa-miR-21-5p	TG(47:2)	-0.15995502
hsa-miR-30b-5p	TG(47:2)	-0.529074711
hsa-miR-411-5p	TG(47:2)	-0.371693481
hsa-miR-4454	TG(47:2)	-0.483479754
hsa-miR-494-3p	TG(47:2)	-0.631028601
hsa-miR-500b-3p	TG(47:2)	0.231074154
hsa-miR-628-3p	TG(47:2)	-0.64574834
hsa-miR-654-3p	TG(47:2)	-0.515382572
hsa-miR-744-5p	TG(47:2)	-0.748964474
hsa-miR-889-3p	TG(47:2)	-0.638143371
hsa-miR-98-5p	TG(47:2)	-0.530947433
hsa-let-7b-5p	TG(48:0)	0.105307575
hsa-miR-146a-5p	TG(48:0)	-0.055501089
hsa-miR-3158-3p	TG(48:0)	0.536911089
hsa-miR-494-3p	TG(48:0)	-0.34542219
hsa-miR-577	TG(48:0)	-0.262457089
hsa-miR-1307-5p	TG(48:1)	-0.371528363
hsa-miR-145-3p	TG(48:1)	-0.483035454
hsa-miR-30b-5p	TG(48:1)	-0.278772397
hsa-miR-4454	TG(48:1)	-0.3232345
hsa-miR-494-3p	TG(48:1)	-0.354378483
hsa-miR-503-5p	TG(48:1)	-0.351062867
hsa-miR-642a-3p	TG(48:1)	-0.471217038
hsa-miR-889-3p	TG(48:1)	-0.35837081
hsa-miR-92b-3p	TG(48:1)	0.140788196
hsa-miR-126-5p	TG(48:2)	-0.242272745
hsa-miR-145-3p	TG(48:2)	-0.468279638
hsa-miR-150-5p	TG(48:2)	-0.142425294
hsa-miR-222-3p	TG(48:2)	-0.155156556
hsa-miR-339-3p	TG(48:2)	-0.336317879
hsa-miR-6852-5p	2-Aminoadipic acid	-0.148188092
hsa-miR-6852-5p	DG(36:0)	-0.111260125
hsa-miR-411-3p	TG(48:2)	-0.22893759
hsa-miR-4454	TG(48:2)	-0.389440271
hsa-miR-493-5p	TG(48:2)	-0.142203099
hsa-miR-494-3p	TG(48:2)	-0.363309729
hsa-miR-628-3p	TG(48:2)	-0.532212555
hsa-miR-642a-3p	TG(48:2)	-0.473393209
hsa-miR-744-5p	TG(48:2)	-0.648504142
hsa-miR-889-3p	TG(48:2)	-0.331238201
hsa-miR-92b-3p	TG(48:2)	0.201841814
hsa-let-7g-5p	TG(48:3)	-0.246750539
hsa-miR-126-5p	TG(48:3)	-0.269558523
hsa-miR-150-5p	TG(48:3)	-0.138040019
hsa-miR-744-5p	TG(45:1)	-0.701794535
hsa-miR-181a-5p	TG(48:3)	-0.261825972
hsa-miR-339-3p	TG(48:3)	-0.356467308
hsa-miR-411-5p	TG(48:3)	-0.406809277
hsa-miR-4454	TG(48:3)	-0.35964465
hsa-miR-744-5p	TG(47:1)	-0.672132985
hsa-miR-744-5p	TG(45:2)	-0.723451932
hsa-miR-744-5p	11-HDoHE	0.734392233
hsa-miR-485-5p	TG(48:3)	-0.124403103
hsa-miR-493-5p	TG(48:3)	-0.153771266
hsa-miR-494-3p	TG(48:3)	-0.448607283
hsa-miR-495-3p	TG(48:3)	-0.245486348
hsa-miR-628-3p	TG(48:3)	-0.516591491
hsa-miR-889-3p	TG(48:3)	-0.414259606
hsa-let-7g-5p	TG(48:4)	-0.277812325
hsa-miR-1180-3p	TG(48:4)	-0.640160083
hsa-miR-126-5p	TG(48:4)	-0.276824184
hsa-miR-744-5p	Cer(d18:1/24:1)	0.631769077
hsa-miR-142-3p	TG(48:4)	-0.524595226
hsa-miR-150-5p	TG(48:4)	-0.199306337
hsa-miR-181a-3p	TG(48:4)	-0.272737262
hsa-miR-181a-5p	TG(48:4)	-0.220914797
hsa-miR-3131	TG(48:4)	-0.198229115
hsa-miR-411-5p	TG(48:4)	-0.600014659
hsa-miR-4454	TG(48:4)	-0.193248385
hsa-miR-485-5p	TG(48:4)	-0.1000574
hsa-miR-495-3p	TG(48:4)	-0.280045088
hsa-miR-500a-3p	TG(48:4)	0.228956754
hsa-miR-505-5p	TG(48:4)	0.416833992
hsa-miR-628-3p	TG(48:4)	-0.410494761
hsa-let-7g-5p	TG(48:5)	-0.267730799
hsa-miR-126-5p	TG(48:5)	-0.300602718
hsa-miR-1307-5p	TG(48:5)	-0.320342308
hsa-miR-142-3p	TG(48:5)	-0.574514858
hsa-miR-150-5p	TG(48:5)	-0.210992418
hsa-miR-181a-5p	TG(48:5)	-0.218796459
hsa-miR-181d-5p	TG(48:5)	-0.57805187
hsa-miR-3131	TG(48:5)	-0.194299441
hsa-miR-329-3p	TG(48:5)	-0.182227075
hsa-miR-411-5p	TG(48:5)	-0.652851412
hsa-miR-485-5p	TG(48:5)	-0.069059468
hsa-miR-495-3p	TG(48:5)	-0.291621464
hsa-miR-652-3p	TG(48:5)	-0.255265273
hsa-miR-1307-5p	TG(49:0)	-0.549546737
hsa-miR-30b-5p	TG(49:0)	-0.619754627
hsa-miR-3158-3p	TG(49:0)	0.072697397
hsa-miR-494-3p	TG(49:0)	-0.720563073
hsa-miR-889-3p	TG(49:0)	-0.758469949
hsa-let-7g-5p	TG(49:1)	-0.289071365
hsa-miR-126-5p	TG(49:1)	-0.341368685
hsa-miR-1307-5p	TG(49:1)	-0.533896237
hsa-miR-181a-5p	TG(49:1)	-0.270229026
hsa-miR-21-5p	TG(49:1)	-0.143561287
hsa-miR-30b-5p	TG(49:1)	-0.530424017
hsa-miR-4454	TG(49:1)	-0.500827058
hsa-miR-451a	TG(49:1)	-0.099863966
hsa-miR-494-3p	TG(49:1)	-0.619299748
hsa-miR-500b-3p	TG(49:1)	0.223551614
hsa-miR-744-5p	TG(49:1)	-0.682287785
hsa-miR-889-3p	TG(49:1)	-0.692850432
hsa-miR-1307-5p	TG(49:2)	-0.490178725
hsa-miR-21-5p	TG(49:2)	-0.145896234
hsa-miR-30b-5p	TG(49:2)	-0.370856094
hsa-miR-331-5p	TG(49:2)	-0.344451434
hsa-miR-4454	TG(49:2)	-0.531488785
hsa-miR-451a	TG(49:2)	-0.074132384
hsa-miR-494-3p	TG(49:2)	-0.394296457
hsa-miR-744-5p	TG(49:2)	-0.615092264
hsa-miR-889-3p	TG(49:2)	-0.583951839
hsa-miR-92b-3p	TG(49:2)	0.162082573
hsa-let-7a-5p	TG(49:3)	-0.11001978
hsa-miR-7-5p	15-HETE	1.117091829
hsa-let-7f-5p	TG(49:3)	-0.128741109
hsa-let-7g-5p	TG(49:3)	-0.265936064
hsa-miR-7-5p	HETE	1.068373279
hsa-let-7i-5p	TG(49:3)	-0.195872888
hsa-miR-10a-5p	TG(49:3)	0.203298376
hsa-miR-1180-3p	TG(49:3)	-0.664065418
hsa-miR-125a-3p	TG(49:3)	-0.64529066
hsa-miR-125a-5p	TG(49:3)	0.322886344
hsa-miR-126-5p	TG(49:3)	-0.28685081
hsa-miR-15b-3p	TG(49:3)	-0.559320169
hsa-miR-181a-5p	TG(49:3)	-0.282265034
hsa-miR-21-5p	TG(49:3)	-0.194505896
hsa-miR-27a-5p	TG(49:3)	-0.565663003
hsa-miR-331-5p	TG(49:3)	-0.482002527
hsa-miR-7-5p	10-HDoHE/14-HDoHE	1.090493461
hsa-miR-4454	TG(49:3)	-0.572847211
hsa-miR-451a	TG(49:3)	-0.183433976
hsa-miR-493-3p	TG(49:3)	-0.379690389
hsa-miR-744-5p	TG(49:3)	-0.537888861
hsa-miR-7-5p	12-HETE	1.148646283
hsa-miR-889-3p	TG(49:3)	-0.641369116
hsa-miR-98-5p	TG(49:3)	-0.463421421
hsa-miR-99a-5p	TG(49:3)	0.12534765
hsa-miR-126-5p	TG(50:0)	-0.377988383
hsa-miR-146a-5p	TG(50:0)	-0.069645228
hsa-miR-30b-5p	TG(50:0)	-0.431011106
hsa-miR-3158-3p	TG(50:0)	0.428588337
hsa-miR-494-3p	TG(50:0)	-0.656366471
hsa-miR-577	TG(50:0)	-0.407100289
hsa-let-7b-5p	TG(50:1)	0.080610082
hsa-miR-7-5p	hydroxyproline	-0.070893255
hsa-miR-126-5p	TG(50:1)	-0.293533377
hsa-miR-146a-5p	TG(50:1)	-0.062801313
hsa-miR-150-5p	TG(50:1)	-0.285958902
hsa-miR-23b-5p	TG(50:1)	0.016126545
hsa-miR-4454	TG(50:1)	-0.206459802
hsa-miR-494-3p	TG(50:1)	-0.422503333
hsa-miR-503-5p	TG(50:1)	-0.367611225
hsa-miR-642a-3p	TG(50:1)	-0.362552115
hsa-let-7g-5p	TG(50:2)	-0.169374393
hsa-miR-126-5p	TG(50:2)	-0.268731473
hsa-miR-150-5p	TG(50:2)	-0.238382964
hsa-miR-181a-5p	TG(50:2)	-0.200625678
hsa-miR-23b-5p	TG(50:2)	0.224143025
hsa-miR-4454	TG(50:2)	-0.180584078
hsa-miR-503-5p	TG(50:2)	-0.375327173
hsa-let-7g-5p	TG(50:3)	-0.230028453
hsa-miR-1180-3p	TG(50:3)	-0.518762824
hsa-miR-126-5p	TG(50:3)	-0.223452908
hsa-miR-181a-5p	TG(50:3)	-0.268072426
hsa-miR-3177-3p	TG(50:3)	-0.267532769
hsa-miR-338-3p	TG(50:3)	-0.454831297
hsa-miR-339-3p	TG(50:3)	-0.219786717
hsa-miR-4454	TG(50:3)	-0.377812159
hsa-miR-503-5p	TG(50:3)	-0.34844268
hsa-miR-744-5p	TG(50:3)	-0.427422095
hsa-miR-7976	TG(50:3)	-0.482131151
hsa-miR-874-3p	TG(50:3)	-0.243440954
hsa-let-7g-5p	TG(50:4)	-0.277236809
hsa-miR-101-3p	TG(50:4)	-0.216978113
hsa-miR-1180-3p	TG(50:4)	-0.78267273
hsa-miR-126-5p	TG(50:4)	-0.175327291
hsa-miR-144-5p	TG(50:4)	-0.121638397
hsa-miR-181a-5p	TG(50:4)	-0.227900434
hsa-miR-760	MG(16:1)	-0.025364908
hsa-miR-181d-5p	TG(50:4)	-0.536757618
hsa-miR-185-5p	TG(50:4)	-0.28306836
hsa-miR-27a-5p	TG(50:4)	-0.699964656
hsa-miR-30a-3p	TG(50:4)	-0.08573751
hsa-miR-338-3p	TG(50:4)	-0.40923854
hsa-miR-411-5p	TG(50:4)	-0.24574288
hsa-miR-4454	TG(50:4)	-0.227707683
hsa-miR-505-5p	TG(50:4)	0.455434663
hsa-miR-874-3p	TG(50:4)	-0.52930633
hsa-let-7g-5p	TG(50:5)	-0.296600649
hsa-miR-101-3p	TG(50:5)	-0.191973594
hsa-miR-1180-3p	TG(50:5)	-0.759372851
hsa-miR-126-5p	TG(50:5)	-0.242914472
hsa-miR-181a-5p	TG(50:5)	-0.235212417
hsa-miR-181d-5p	TG(50:5)	-0.586200212
hsa-miR-185-5p	TG(50:5)	-0.301361941
hsa-miR-27a-5p	TG(50:5)	-0.582166399
hsa-miR-3131	TG(50:5)	-0.304680511
hsa-miR-411-5p	TG(50:5)	-0.424784121
hsa-miR-505-5p	TG(50:5)	0.399711179
hsa-miR-874-3p	TG(50:5)	-0.480155928
hsa-miR-99b-5p	TG(50:5)	0.209995769
hsa-let-7g-5p	TG(50:6)	-0.277414891
hsa-miR-1180-3p	TG(50:6)	-0.63704016
hsa-miR-125a-3p	TG(50:6)	-0.492390996
hsa-miR-126-5p	TG(50:6)	-0.31363631
hsa-miR-1287-5p	TG(50:6)	-0.104297551
hsa-miR-1307-5p	TG(50:6)	-0.308367445
hsa-miR-142-3p	TG(50:6)	-0.529029682
hsa-miR-144-5p	TG(50:6)	-0.035919435
hsa-miR-150-5p	TG(50:6)	-0.245728659
hsa-miR-15b-3p	TG(50:6)	-0.544372713
hsa-miR-181a-5p	TG(50:6)	-0.239783879
hsa-miR-181d-5p	TG(50:6)	-0.580813096
hsa-miR-29c-3p	TG(50:6)	-0.281031765
hsa-miR-3131	TG(50:6)	-0.250722283
hsa-miR-766-3p	DHA	0.088165169
hsa-miR-339-5p	TG(50:6)	-0.360681698
hsa-miR-766-3p	eicosapentaenoate	0.048481032
hsa-miR-411-5p	TG(50:6)	-0.672919257
hsa-miR-4659a-3p	TG(50:6)	-0.319276641
hsa-miR-495-3p	TG(50:6)	-0.212739467
hsa-miR-505-5p	TG(50:6)	0.307904555
hsa-miR-589-5p	TG(50:6)	-0.360525632
hsa-miR-629-5p	TG(50:6)	-0.103497584
hsa-miR-642a-3p	TG(50:6)	-0.480061831
hsa-miR-652-3p	TG(50:6)	-0.256328152
hsa-miR-874-3p	TG(50:6)	-0.37018321
hsa-miR-99b-5p	TG(50:6)	0.136470314
hsa-miR-30b-5p	TG(51:0)	-0.645945965
hsa-miR-3158-3p	TG(51:0)	0.025324943
hsa-miR-494-3p	TG(51:0)	-0.762211424
hsa-miR-889-3p	TG(51:0)	-0.803915911
hsa-miR-1307-5p	TG(51:1)	-0.53040391
hsa-miR-181a-5p	TG(51:1)	-0.269302887
hsa-miR-21-5p	TG(51:1)	-0.155003815
hsa-miR-30b-5p	TG(51:1)	-0.513065803
hsa-miR-3158-3p	TG(51:1)	0.143653653
hsa-miR-4454	TG(51:1)	-0.43889735
hsa-miR-494-3p	TG(51:1)	-0.686187391
hsa-miR-654-3p	TG(51:1)	-0.516777939
hsa-miR-744-5p	TG(51:1)	-0.617069336
hsa-miR-889-3p	TG(51:1)	-0.72760012
hsa-let-7g-5p	TG(51:2)	-0.299291047
hsa-miR-125a-5p	TG(51:2)	0.211599348
hsa-miR-1307-5p	TG(51:2)	-0.452277601
hsa-miR-181a-5p	TG(51:2)	-0.30981124
hsa-miR-30b-5p	TG(51:2)	-0.423727673
hsa-miR-331-5p	TG(51:2)	-0.494183159
hsa-miR-4454	TG(51:2)	-0.494471881
hsa-miR-451a	TG(51:2)	-0.097719491
hsa-miR-494-3p	TG(51:2)	-0.600723421
hsa-miR-500b-3p	TG(51:2)	0.306268675
hsa-miR-503-5p	TG(51:2)	-0.655328333
hsa-miR-744-5p	TG(51:2)	-0.564344469
hsa-miR-889-3p	TG(51:2)	-0.570524507
hsa-let-7a-5p	TG(51:3)	-0.104653742
hsa-let-7f-5p	TG(51:3)	-0.131229623
hsa-let-7g-5p	TG(51:3)	-0.234019439
hsa-let-7i-5p	TG(51:3)	-0.143774675
hsa-miR-106a-5p	TG(51:3)	-0.385733121
hsa-miR-10a-5p	TG(51:3)	0.197724575
hsa-miR-10b-5p	TG(51:3)	0.266808395
hsa-miR-1180-3p	TG(51:3)	-0.746181888
hsa-miR-125a-3p	TG(51:3)	-0.56275892
hsa-miR-125a-5p	TG(51:3)	0.371364195
hsa-miR-125b-5p	TG(51:3)	0.196320681
hsa-miR-1307-5p	TG(51:3)	-0.418557917
